donor_id,donor_name,donor_type,city,state,email,phone,acquisition_date,acquisition_channel,age_group,gender,occupation,wealth_score,engagement_score,is_major_donor,is_recurring,communication_preference,opted_out
D00172,Oliver Cook Estate,Bequest,Ballarat,VIC,donor172@email.com,0430270856,2020-05-20,Online,N/A,N/A,N/A,58.0,34.8,0,0,Any,0
D00173,Johnson Pty Ltd,Corporate,Darwin,NT,donor173@email.com,0446875077,2021-02-25,Recurring,N/A,N/A,N/A,74.5,52.3,0,0,Mail,0
D00174,Howard Foundation,Foundation,Canberra,ACT,donor174@email.com,0493185576,2020-04-08,Online,N/A,N/A,N/A,35.3,47.2,0,0,Mail,0
D00175,Lily Baker,Individual,Mount Gambier,SA,donor175@email.com,0497227356,2022-04-27,Direct Mail,56-65,Female,Healthcare,66.8,20.3,0,1,Email,0
D00176,Ava Cruz,Individual,Mount Gambier,SA,donor176@email.com,0422799248,2021-03-20,Corporate,18-25,Female,Business Owner,39.0,32.3,0,1,Email,0
D00177,Isabella Reyes,Individual,Darwin,NT,donor177@email.com,0429353063,2020-11-18,Email,36-45,Male,Retired,63.6,51.7,0,1,Any,1
D00178,Sebastian Evans,Individual,Perth,WA,donor178@email.com,0420526386,2020-05-23,Telephone,46-55,Non-binary,Finance,57.7,13.0,0,0,Mail,0
D00179,Isabella Scott,Individual,Canberra,ACT,donor179@email.com,0440620216,2020-10-06,Online,56-65,Prefer not to say,Technology,54.6,23.2,0,0,Any,0
D00180,Chloe Ortiz,Individual,Mount Gambier,SA,donor180@email.com,0462294176,2021-01-24,Direct Mail,26-35,Male,Business Owner,43.2,15.6,0,0,Email,0
D00181,Matthew Miller,Individual,Perth,WA,donor181@email.com,0413524813,2021-07-24,Corporate,26-35,Male,Retired,30.7,41.4,0,0,Email,0
D00182,Smith Foundation,Foundation,Fremantle,WA,donor182@email.com,0485099723,2021-02-01,Direct Mail,N/A,N/A,N/A,55.9,10.5,0,1,Phone,0
D00183,Anderson Group,Corporate,Wollongong,NSW,donor183@email.com,0468341261,2020-10-01,Direct Mail,N/A,N/A,N/A,42.8,50.4,0,0,Mail,0
D00184,Ella Morales,Individual,Ballarat,VIC,donor184@email.com,0463108878,2021-04-13,Recurring,65+,Prefer not to say,Other,63.3,63.3,0,0,Any,0
D00185,Hannah Morgan,Individual,Fremantle,WA,donor185@email.com,0463450811,2021-12-12,Direct Mail,65+,Female,Education,55.3,70.7,0,1,Mail,0
D00186,Ella Wright Estate,Bequest,Darwin,NT,donor186@email.com,0485678734,2022-04-16,Event,N/A,N/A,N/A,54.3,26.8,0,0,Phone,0
D00187,Addison Morris Estate,Bequest,Melbourne,VIC,donor187@email.com,0464914054,2022-03-27,Online,N/A,N/A,N/A,42.1,87.1,0,1,Phone,0
D00188,Evelyn Morris,Individual,Gold Coast,QLD,donor188@email.com,0477996397,2021-09-04,Corporate,46-55,Prefer not to say,Business Owner,29.9,53.3,0,1,Any,0
D00189,Ortiz Solutions,Corporate,Adelaide,SA,donor189@email.com,0499213703,2020-03-28,Recurring,N/A,N/A,N/A,61.7,62.0,0,0,Email,0
D00190,Owen Gutierrez Estate,Bequest,Mount Gambier,SA,donor190@email.com,0479631857,2020-01-11,Corporate,N/A,N/A,N/A,61.5,60.3,0,0,Phone,0
D00191,Andrew Taylor,Individual,Mount Gambier,SA,donor191@email.com,0429015320,2021-03-01,Online,36-45,Male,Government,57.4,44.9,0,0,Mail,0
D00192,Dylan Rivera,Individual,Brisbane,QLD,donor192@email.com,0413031322,2020-11-03,Direct Mail,18-25,Prefer not to say,Government,80.3,60.9,1,1,Email,0
D00193,Wollongong City Council,Government,Wollongong,NSW,donor193@email.com,0485141654,2021-06-12,Telephone,N/A,N/A,N/A,55.4,63.1,0,0,Any,0
D00194,Emily Cruz,Individual,Mount Gambier,SA,donor194@email.com,0467653606,2021-09-20,Online,65+,Prefer not to say,Finance,66.2,31.7,0,0,Phone,0
D00195,Ryan Thomas,Individual,Ballarat,VIC,donor195@email.com,0495779702,2020-09-25,Corporate,36-45,Non-binary,Healthcare,38.9,24.5,0,0,Any,0
D00196,Levi Parker,Individual,Sydney,NSW,donor196@email.com,0450987410,2021-11-19,Recurring,26-35,Non-binary,Other,56.7,59.3,0,0,Mail,0
D00197,Harper Evans,Individual,Mount Gambier,SA,donor197@email.com,0433251181,2021-07-04,Corporate,46-55,Prefer not to say,Retired,40.0,16.3,0,0,Any,0
D00198,Lillian Parker,Individual,Wollongong,NSW,donor198@email.com,0477838742,2020-07-18,Corporate,18-25,Non-binary,Professional,70.5,1.0,0,1,Any,0
D00199,Nelson Services,Corporate,Canberra,ACT,donor199@email.com,0449203644,2021-08-01,Online,N/A,N/A,N/A,83.2,58.2,1,0,Phone,0
D00200,Evans Enterprises,Corporate,Wollongong,NSW,donor200@email.com,0425328557,2021-05-22,Social Media,N/A,N/A,N/A,40.7,46.2,0,0,Mail,0
D00201,Nelson Solutions,Corporate,Geelong,VIC,donor201@email.com,0443223132,2021-03-11,Online,N/A,N/A,N/A,80.1,78.2,1,0,Email,0
D00202,Garcia Foundation,Foundation,Adelaide,SA,donor202@email.com,0488909809,2020-04-30,Corporate,N/A,N/A,N/A,52.4,31.9,0,1,Any,0
D00203,Morgan Group,Corporate,Newcastle,NSW,donor203@email.com,0482312290,2021-08-06,Social Media,N/A,N/A,N/A,40.4,66.4,0,0,Mail,0
D00204,Stella Kelly Estate,Bequest,Cairns,QLD,donor204@email.com,0465243509,2020-04-07,Recurring,N/A,N/A,N/A,71.9,81.3,0,1,Mail,0
D00205,Wilson Group,Corporate,Newcastle,NSW,donor205@email.com,0462707402,2020-11-25,Online,N/A,N/A,N/A,66.0,12.7,0,0,Mail,0
D00206,Mia Flores,Individual,Mount Gambier,SA,donor206@email.com,0422501261,2021-05-14,Corporate,56-65,Non-binary,Technology,49.3,51.6,0,1,Any,0
D00207,Gutierrez Foundation,Foundation,Adelaide,SA,donor207@email.com,0476399516,2020-08-11,Recurring,N/A,N/A,N/A,86.6,40.7,1,0,Mail,0
D00208,Joshua Gutierrez,Individual,Newcastle,NSW,donor208@email.com,0431204188,2022-03-13,Online,36-45,Male,Professional,51.9,46.1,0,0,Email,1
D00209,Logan Reed,Individual,Canberra,ACT,donor209@email.com,0443606680,2022-06-16,Email,65+,Non-binary,Retired,45.6,86.0,0,0,Phone,0
D00210,Cook Group,Corporate,Perth,WA,donor210@email.com,0473995913,2020-04-03,Event,N/A,N/A,N/A,49.7,48.9,0,0,Phone,0
D00211,Riley Morgan,Individual,Hobart,TAS,donor211@email.com,0423747542,2020-08-22,Corporate,18-25,Prefer not to say,Retired,26.0,77.1,0,0,Mail,0
D00212,Harper Edwards,Individual,Newcastle,NSW,donor212@email.com,0457135617,2020-01-09,Recurring,65+,Female,Business Owner,40.8,40.4,0,1,Phone,0
D00213,Garcia Foundation,Foundation,Hobart,TAS,donor213@email.com,0461543890,2020-05-23,Email,N/A,N/A,N/A,50.4,16.6,0,0,Any,0
D00214,Ethan Martin,Individual,Newcastle,NSW,donor214@email.com,0491460345,2021-11-05,Social Media,56-65,Non-binary,Professional,59.6,38.1,0,0,Any,0
D00215,Gutierrez Group,Corporate,Geelong,VIC,donor215@email.com,0419531069,2020-04-25,Corporate,N/A,N/A,N/A,51.6,85.6,0,0,Email,1
D00216,Eleanor Nguyen,Individual,Fremantle,WA,donor216@email.com,0411851322,2022-02-27,Email,56-65,Female,Government,73.9,64.7,0,0,Email,1
D00217,Andrew Rogers,Individual,Mount Gambier,SA,donor217@email.com,0421220209,2021-07-03,Online,46-55,Prefer not to say,Finance,38.8,46.6,0,0,Phone,1
D00218,Anthony Turner,Individual,Newcastle,NSW,donor218@email.com,0442813517,2022-01-17,Recurring,65+,Male,Education,64.1,44.7,0,0,Any,0
D00219,Alexander Davis,Individual,Geelong,VIC,donor219@email.com,0444795538,2020-12-21,Online,18-25,Female,Professional,15.4,43.7,0,0,Phone,0
D00220,Davis Pty Ltd,Corporate,Cairns,QLD,donor220@email.com,0487396877,2021-03-15,Direct Mail,N/A,N/A,N/A,49.0,59.0,0,0,Any,0
D00221,Abigail Nguyen,Individual,Adelaide,SA,donor221@email.com,0478293320,2021-11-21,Email,26-35,Non-binary,Business Owner,47.5,32.3,0,0,Email,0
D00222,Evelyn Thomas,Individual,Darwin,NT,donor222@email.com,0420453825,2021-03-02,Direct Mail,18-25,Prefer not to say,Healthcare,65.2,38.9,0,0,Email,0
D00223,Lincoln Williams,Individual,Geelong,VIC,donor223@email.com,0484234670,2022-03-03,Email,46-55,Male,Government,60.0,31.6,0,0,Mail,0
D00224,Martin Services,Corporate,Perth,WA,donor224@email.com,0483357939,2021-05-20,Event,N/A,N/A,N/A,84.6,49.4,1,1,Phone,0
D00225,Zoe Torres,Individual,Canberra,ACT,donor225@email.com,0451273379,2021-11-04,Online,65+,Male,Technology,26.7,78.7,0,0,Phone,0
D00226,Jacob Morris Estate,Bequest,Geelong,VIC,donor226@email.com,0479760901,2020-02-14,Direct Mail,N/A,N/A,N/A,87.6,24.7,1,0,Mail,0
D00227,Andrew Wilson,Individual,Ballarat,VIC,donor227@email.com,0441778964,2020-03-04,Recurring,65+,Prefer not to say,Business Owner,2.6,75.6,0,0,Mail,1
D00228,Murphy Holdings,Corporate,Mount Gambier,SA,donor228@email.com,0428268622,2020-10-05,Direct Mail,N/A,N/A,N/A,54.9,100.0,0,1,Email,0
D00229,Joseph Green,Individual,Wollongong,NSW,donor229@email.com,0431154777,2021-04-19,Corporate,18-25,Non-binary,Healthcare,49.0,62.6,0,1,Mail,0
D00230,Penelope Taylor,Individual,Geelong,VIC,donor230@email.com,0433336132,2020-02-20,Event,18-25,Female,Technology,43.1,32.6,0,0,Any,0
D00231,Charlotte Ortiz,Individual,Gold Coast,QLD,donor231@email.com,0463765180,2022-03-10,Online,26-35,Male,Professional,60.5,48.6,0,0,Email,0
D00232,Cairns City Council,Government,Cairns,QLD,donor232@email.com,0427286109,2020-03-07,Online,N/A,N/A,N/A,59.3,84.1,0,0,Mail,0
D00233,Hannah Morgan,Individual,Hobart,TAS,donor233@email.com,0435118997,2021-11-30,Online,65+,Prefer not to say,Government,33.3,60.4,0,0,Any,0
D00234,Ella Edwards,Individual,Geelong,VIC,donor234@email.com,0428419506,2021-05-05,Email,36-45,Prefer not to say,Finance,65.0,57.6,0,0,Phone,0
D00235,Layla Rivera Estate,Bequest,Melbourne,VIC,donor235@email.com,0453165014,2021-05-11,Recurring,N/A,N/A,N/A,35.6,76.8,0,0,Phone,0
D00236,Grace Brown,Individual,Gold Coast,QLD,donor236@email.com,0445772648,2020-06-12,Peer-to-Peer,46-55,Non-binary,Other,73.7,71.5,0,0,Email,0
D00237,Nora Torres,Individual,Gold Coast,QLD,donor237@email.com,0489398174,2022-04-05,Recurring,26-35,Female,Healthcare,48.6,26.5,0,0,Mail,1
D00238,Daniel Cooper,Individual,Newcastle,NSW,donor238@email.com,0412674689,2020-04-02,Corporate,46-55,Non-binary,Retired,75.5,61.7,0,0,Email,0
D00239,Scott Foundation,Foundation,Brisbane,QLD,donor239@email.com,0412941099,2022-04-01,Telephone,N/A,N/A,N/A,59.9,31.7,0,0,Phone,0
D00240,Zoey Morris Estate,Bequest,Adelaide,SA,donor240@email.com,0453299069,2021-02-09,Email,N/A,N/A,N/A,34.5,38.3,0,0,Phone,0
D00241,Mitchell Enterprises,Corporate,Canberra,ACT,donor241@email.com,0492370625,2021-12-25,Direct Mail,N/A,N/A,N/A,80.2,42.5,1,1,Phone,0
D00242,Chloe Wilson,Individual,Wollongong,NSW,donor242@email.com,0490851238,2022-02-28,Event,26-35,Male,Other,55.0,48.6,0,0,Phone,0
D00243,Jacob Scott Estate,Bequest,Sydney,NSW,donor243@email.com,0495387542,2020-08-31,Telephone,N/A,N/A,N/A,40.0,68.0,0,1,Email,0
D00244,Scarlett White,Individual,Fremantle,WA,donor244@email.com,0468816911,2020-04-20,Direct Mail,26-35,Male,Technology,48.8,42.3,0,1,Phone,0
D00245,Darwin City Council,Government,Darwin,NT,donor245@email.com,0487585294,2021-01-19,Event,N/A,N/A,N/A,68.4,67.0,0,1,Phone,0
D00246,Williams Holdings,Corporate,Ballarat,VIC,donor246@email.com,0432831133,2020-09-24,Online,N/A,N/A,N/A,57.5,47.1,0,1,Phone,0
D00247,Aubrey Morris,Individual,Ballarat,VIC,donor247@email.com,0437588517,2021-03-20,Recurring,18-25,Prefer not to say,Retired,55.1,59.6,0,1,Any,0
D00248,King Group,Corporate,Cairns,QLD,donor248@email.com,0430614492,2021-02-06,Online,N/A,N/A,N/A,15.5,29.1,0,0,Email,0
D00249,Cruz Foundation,Foundation,Perth,WA,donor249@email.com,0495656500,2020-07-23,Recurring,N/A,N/A,N/A,61.2,59.7,0,0,Email,0
D00250,Anthony Rivera,Individual,Sydney,NSW,donor250@email.com,0459580252,2021-01-31,Recurring,46-55,Non-binary,Business Owner,66.6,97.8,0,0,Email,0
D00251,Matthew Evans,Individual,Hobart,TAS,donor251@email.com,0489151743,2020-12-18,Online,18-25,Female,Business Owner,57.4,25.9,0,0,Email,0
D00252,Christopher Evans Estate,Bequest,Canberra,ACT,donor252@email.com,0414661179,2021-05-02,Email,N/A,N/A,N/A,43.9,73.9,0,0,Phone,0
D00253,Abigail White,Individual,Hobart,TAS,donor253@email.com,0494184877,2021-11-30,Event,26-35,Female,Professional,1.0,83.9,0,0,Mail,0
D00254,Anthony Phillips,Individual,Ballarat,VIC,donor254@email.com,0488863127,2022-06-13,Corporate,36-45,Non-binary,Arts,81.0,53.0,1,0,Any,0
D00255,Lucas Ramos,Individual,Newcastle,NSW,donor255@email.com,0461411224,2022-06-20,Email,18-25,Male,Education,38.6,71.4,0,1,Any,0
D00256,Lily Williams,Individual,Cairns,QLD,donor256@email.com,0412715612,2021-05-01,Online,46-55,Non-binary,Healthcare,87.5,24.6,1,0,Mail,0
D00257,Reyes Foundation,Foundation,Darwin,NT,donor257@email.com,0469473299,2022-06-08,Online,N/A,N/A,N/A,52.3,70.9,0,1,Mail,0
D00258,Mia Jackson,Individual,Canberra,ACT,donor258@email.com,0417543817,2022-02-16,Telephone,46-55,Female,Finance,30.7,47.5,0,0,Phone,0
D00259,Natalie Reed,Individual,Mount Gambier,SA,donor259@email.com,0414438720,2022-05-02,Online,56-65,Male,Retired,52.1,58.2,0,0,Mail,0
D00260,Addison Carter,Individual,Cairns,QLD,donor260@email.com,0473697356,2021-05-15,Online,46-55,Male,Professional,39.6,41.3,0,0,Mail,0
D00261,Stewart Pty Ltd,Corporate,Cairns,QLD,donor261@email.com,0438765353,2021-01-30,Direct Mail,N/A,N/A,N/A,87.3,65.0,1,1,Phone,0
D00262,Carter Pty Ltd,Corporate,Cairns,QLD,donor262@email.com,0427758896,2022-02-24,Email,N/A,N/A,N/A,40.6,24.2,0,0,Email,0
D00263,Morris Enterprises,Corporate,Perth,WA,donor263@email.com,0439287523,2021-01-20,Direct Mail,N/A,N/A,N/A,63.2,27.7,0,0,Any,0
D00264,Zoey Phillips,Individual,Melbourne,VIC,donor264@email.com,0495979171,2021-05-08,Recurring,65+,Non-binary,Education,100.0,79.1,1,0,Mail,0
D00265,Lincoln Cook,Individual,Perth,WA,donor265@email.com,0497966375,2020-11-23,Event,26-35,Male,Other,36.5,13.8,0,0,Mail,0
D00266,James Turner,Individual,Canberra,ACT,donor266@email.com,0473852097,2020-08-15,Telephone,65+,Female,Technology,38.9,17.2,0,1,Mail,0
D00267,Reed Foundation,Foundation,Wollongong,NSW,donor267@email.com,0444715663,2020-10-27,Recurring,N/A,N/A,N/A,58.6,57.5,0,1,Phone,1
D00268,Harris Holdings,Corporate,Fremantle,WA,donor268@email.com,0454468633,2022-06-11,Online,N/A,N/A,N/A,37.6,91.2,0,0,Mail,0
D00269,Isabella Rivera,Individual,Sydney,NSW,donor269@email.com,0428436852,2021-02-27,Recurring,26-35,Male,Finance,87.0,66.3,1,1,Mail,0
D00270,Emily Rogers,Individual,Hobart,TAS,donor270@email.com,0470673557,2020-06-30,Recurring,18-25,Prefer not to say,Technology,47.3,58.0,0,0,Phone,0
D00271,Mia Wilson,Individual,Wollongong,NSW,donor271@email.com,0436764927,2021-05-03,Event,56-65,Prefer not to say,Finance,45.9,54.6,0,1,Email,0
D00272,Liam Cruz,Individual,Brisbane,QLD,donor272@email.com,0477556678,2020-12-18,Recurring,65+,Female,Healthcare,46.5,60.8,0,0,Phone,0
D00273,Chloe Baker,Individual,Geelong,VIC,donor273@email.com,0458217837,2020-05-17,Email,65+,Non-binary,Finance,26.3,94.9,0,1,Phone,1
D00274,Jackson Morales,Individual,Mount Gambier,SA,donor274@email.com,0415014834,2020-06-22,Recurring,26-35,Female,Professional,72.5,77.5,0,0,Mail,0
D00275,Oliver Collins,Individual,Geelong,VIC,donor275@email.com,0443921959,2021-03-02,Recurring,18-25,Male,Professional,40.3,54.4,0,0,Phone,0
D00276,Lucas Collins,Individual,Melbourne,VIC,donor276@email.com,0478663747,2020-05-20,Recurring,56-65,Non-binary,Other,12.7,76.1,0,1,Email,0
D00277,Elizabeth Rogers,Individual,Sydney,NSW,donor277@email.com,0437876214,2020-10-29,Recurring,36-45,Female,Technology,63.5,76.6,0,1,Any,0
D00278,Mia Howard,Individual,Melbourne,VIC,donor278@email.com,0423594977,2022-03-09,Email,18-25,Prefer not to say,Retired,18.0,47.1,0,1,Phone,0
D00279,Oliver Miller,Individual,Perth,WA,donor279@email.com,0422750478,2021-11-24,Event,26-35,Male,Education,37.4,87.8,0,1,Email,0
D00280,Anderson Holdings,Corporate,Newcastle,NSW,donor280@email.com,0422475714,2021-03-24,Event,N/A,N/A,N/A,65.2,44.5,0,0,Mail,0
D00281,Levi Young,Individual,Mount Gambier,SA,donor281@email.com,0417871385,2022-03-27,Recurring,46-55,Prefer not to say,Finance,55.3,61.5,0,1,Phone,0
D00282,Reyes Foundation,Foundation,Darwin,NT,donor282@email.com,0413867648,2021-09-17,Corporate,N/A,N/A,N/A,36.3,66.2,0,1,Phone,0
D00283,Isaac Nelson,Individual,Darwin,NT,donor283@email.com,0487396519,2020-01-13,Recurring,18-25,Male,Education,41.5,13.9,0,1,Phone,1
D00284,Lucas Adams,Individual,Fremantle,WA,donor284@email.com,0484939694,2021-11-23,Direct Mail,65+,Female,Government,42.8,39.0,0,1,Email,0
D00285,Christopher Peterson,Individual,Wollongong,NSW,donor285@email.com,0416757958,2020-11-24,Telephone,46-55,Female,Business Owner,53.0,100.0,0,0,Any,0
D00286,Julian Ortiz,Individual,Gold Coast,QLD,donor286@email.com,0497694240,2021-04-02,Social Media,56-65,Prefer not to say,Business Owner,27.3,100.0,0,0,Any,0
D00287,Gutierrez Foundation,Foundation,Melbourne,VIC,donor287@email.com,0485475000,2021-09-25,Recurring,N/A,N/A,N/A,22.7,10.0,0,0,Any,1
D00288,Morgan Foundation,Foundation,Adelaide,SA,donor288@email.com,0490524080,2021-04-10,Online,N/A,N/A,N/A,33.2,87.2,0,0,Mail,0
D00289,Jackson Smith,Individual,Sydney,NSW,donor289@email.com,0432032560,2021-01-17,Recurring,36-45,Non-binary,Education,48.2,42.7,0,0,Any,0
D00290,Anthony White,Individual,Brisbane,QLD,donor290@email.com,0489028889,2021-02-28,Online,46-55,Female,Technology,77.1,60.2,0,0,Any,0
D00291,Liam Roberts Estate,Bequest,Newcastle,NSW,donor291@email.com,0474818030,2021-07-20,Telephone,N/A,N/A,N/A,85.1,31.1,1,1,Phone,0
D00292,Wilson Pty Ltd,Corporate,Wollongong,NSW,donor292@email.com,0461628545,2021-09-06,Event,N/A,N/A,N/A,36.2,36.4,0,0,Phone,0
D00293,Lillian Ortiz Estate,Bequest,Fremantle,WA,donor293@email.com,0478759020,2021-02-26,Online,N/A,N/A,N/A,16.6,18.7,0,0,Mail,0
D00294,Chloe Reyes,Individual,Brisbane,QLD,donor294@email.com,0457276557,2021-12-11,Corporate,36-45,Female,Retired,29.5,20.2,0,0,Any,0
D00295,Adams Foundation,Foundation,Perth,WA,donor295@email.com,0417122263,2021-06-19,Social Media,N/A,N/A,N/A,65.4,65.2,0,1,Phone,0
D00296,Aiden Taylor Estate,Bequest,Wollongong,NSW,donor296@email.com,0482634888,2021-12-08,Social Media,N/A,N/A,N/A,52.9,33.5,0,0,Any,0
D00297,Phillips Services,Corporate,Gold Coast,QLD,donor297@email.com,0499186817,2022-03-14,Online,N/A,N/A,N/A,59.0,13.1,0,0,Any,0
D00298,Oliver Smith Estate,Bequest,Fremantle,WA,donor298@email.com,0469467023,2020-07-26,Telephone,N/A,N/A,N/A,24.7,20.1,0,1,Mail,0
D00299,Jackson Holdings,Corporate,Brisbane,QLD,donor299@email.com,0478967357,2021-11-30,Corporate,N/A,N/A,N/A,95.7,78.9,1,0,Email,0
D00300,Aiden Smith,Individual,Cairns,QLD,donor300@email.com,0493935292,2020-11-26,Online,36-45,Prefer not to say,Retired,21.7,25.4,0,0,Mail,0
D00301,Joseph Roberts,Individual,Adelaide,SA,donor301@email.com,0464145722,2021-06-01,Online,26-35,Female,Arts,63.5,76.4,0,0,Phone,0
D00302,Chloe White,Individual,Fremantle,WA,donor302@email.com,0469816445,2021-10-26,Social Media,56-65,Prefer not to say,Arts,79.7,52.1,0,0,Phone,1
D00303,Mason Hill,Individual,Fremantle,WA,donor303@email.com,0478281335,2022-04-21,Email,36-45,Non-binary,Professional,53.1,20.2,0,0,Email,0
D00304,Ethan Miller,Individual,Brisbane,QLD,donor304@email.com,0466936428,2021-10-06,Online,26-35,Male,Business Owner,55.9,1.0,0,1,Phone,0
D00305,Isabella Murphy,Individual,Canberra,ACT,donor305@email.com,0433889703,2020-12-05,Corporate,65+,Female,Professional,57.6,52.3,0,1,Email,0
D00306,Gold Coast City Council,Government,Gold Coast,QLD,donor306@email.com,0412267067,2021-04-06,Event,N/A,N/A,N/A,35.4,30.6,0,0,Email,0
D00307,Turner Pty Ltd,Corporate,Ballarat,VIC,donor307@email.com,0448901209,2020-03-15,Recurring,N/A,N/A,N/A,35.2,73.0,0,1,Mail,0
D00308,Nelson Services,Corporate,Perth,WA,donor308@email.com,0439509878,2021-11-07,Event,N/A,N/A,N/A,61.4,52.8,0,0,Any,0
D00309,Jacob King Estate,Bequest,Perth,WA,donor309@email.com,0411496555,2022-03-25,Recurring,N/A,N/A,N/A,69.4,23.2,0,0,Phone,0
D00310,Anthony Gomez,Individual,Melbourne,VIC,donor310@email.com,0465385548,2022-01-29,Online,56-65,Male,Education,65.1,36.9,0,1,Phone,0
D00311,Aiden Jackson,Individual,Gold Coast,QLD,donor311@email.com,0483665549,2022-05-21,Social Media,18-25,Female,Other,50.4,1.0,0,0,Email,0
D00312,Elizabeth Morales,Individual,Ballarat,VIC,donor312@email.com,0493150000,2021-11-18,Event,56-65,Prefer not to say,Technology,44.9,40.5,0,0,Phone,0
D00313,Victoria Stewart,Individual,Hobart,TAS,donor313@email.com,0410648524,2022-04-07,Recurring,56-65,Female,Other,41.4,74.2,0,0,Phone,0
D00314,Luke Wilson,Individual,Canberra,ACT,donor314@email.com,0424607269,2021-01-02,Corporate,65+,Non-binary,Government,53.6,21.5,0,0,Email,0
D00315,Newcastle City Council,Government,Newcastle,NSW,donor315@email.com,0420120010,2022-01-21,Online,N/A,N/A,N/A,56.0,43.5,0,1,Email,0
D00316,White Pty Ltd,Corporate,Mount Gambier,SA,donor316@email.com,0497766064,2021-07-10,Recurring,N/A,N/A,N/A,69.6,30.8,0,1,Mail,0
D00317,Andrew Carter,Individual,Perth,WA,donor317@email.com,0492414513,2021-11-09,Corporate,18-25,Prefer not to say,Technology,53.6,100.0,0,1,Phone,0
D00318,Jacob Murphy,Individual,Wollongong,NSW,donor318@email.com,0459584751,2022-02-18,Online,65+,Prefer not to say,Technology,42.8,50.7,0,0,Phone,0
D00319,Levi Reed,Individual,Adelaide,SA,donor319@email.com,0445341684,2021-06-17,Online,18-25,Male,Technology,39.3,35.1,0,0,Phone,0
D00320,Isabella Roberts,Individual,Mount Gambier,SA,donor320@email.com,0474707720,2020-12-27,Recurring,36-45,Prefer not to say,Healthcare,57.5,29.0,0,1,Email,0
D00321,Avery Jones,Individual,Newcastle,NSW,donor321@email.com,0425882013,2020-06-10,Online,56-65,Non-binary,Healthcare,29.4,80.3,0,1,Any,0
D00322,Aubrey Rivera,Individual,Sydney,NSW,donor322@email.com,0428082355,2020-02-14,Online,26-35,Female,Finance,68.6,74.1,0,0,Email,0
D00323,Scarlett Ramos,Individual,Newcastle,NSW,donor323@email.com,0498817918,2021-10-14,Peer-to-Peer,26-35,Prefer not to say,Other,81.7,54.7,1,1,Email,0
D00324,Anderson Foundation,Foundation,Darwin,NT,donor324@email.com,0434412077,2021-02-24,Online,N/A,N/A,N/A,21.3,23.7,0,0,Mail,0
D00325,Fremantle City Council,Government,Fremantle,WA,donor325@email.com,0424572034,2020-03-11,Recurring,N/A,N/A,N/A,52.5,74.5,0,0,Any,0
D00326,James Reed,Individual,Sydney,NSW,donor326@email.com,0410161088,2020-05-13,Corporate,56-65,Male,Business Owner,70.3,32.0,0,1,Any,0
